2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:java.io.tmpdir=/tmp
2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:java.compiler=<NA>
2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:os.name=Linux
2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:os.arch=amd64
2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:os.version=3.16.0-30-generic
2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:user.name=jeff
2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:user.home=/home/jeff
2015-05-17 11:18:50,385 INFO  [main] zookeeper.ZooKeeper: Client environment:user.dir=/home/jeff/Documents
2015-05-17 11:18:50,386 INFO  [main] zookeeper.ZooKeeper: Initiating client connection, connectString=HBNode1:2181,HB:2181,HBNode2:2181 sessionTimeout=90000 watcher=hconnection-0x2a9018490x0, quorum=HBNode1:2181,HB:2181,HBNode2:2181, baseZNode=/hbase
2015-05-17 11:18:50,512 INFO  [main-SendThread(HBNode2:2181)] zookeeper.ClientCnxn: Opening socket connection to server HBNode2/10.0.2.15:2181. Will not attempt to authenticate using SASL (unknown error)
2015-05-17 11:18:50,536 INFO  [main-SendThread(HBNode2:2181)] zookeeper.ClientCnxn: Socket connection established to HBNode2/10.0.2.15:2181, initiating session
2015-05-17 11:18:50,562 INFO  [main-SendThread(HBNode2:2181)] zookeeper.ClientCnxn: Session establishment complete on server HBNode2/10.0.2.15:2181, sessionid = 0x24d60fea2670003, negotiated timeout = 90000
